frame,hombro_x,hombro_y,hombro_x_vel,hombro_y_vel,hombro_x_acc,hombro_y_acc,hombro_mag,hombro_ang,hombro_vel_mag,hombro_vel_ang,hombro_acc_mag,hombro_acc_ang,codo_x,codo_y,codo_x_vel,codo_y_vel,codo_x_acc,codo_y_acc,codo_mag,codo_ang,codo_vel_mag,codo_vel_ang,codo_acc_mag,codo_acc_ang,muneca_x,muneca_y,muneca_x_vel,muneca_y_vel,muneca_x_acc,muneca_y_acc,muneca_mag,muneca_ang,muneca_vel_mag,muneca_vel_ang,muneca_acc_mag,muneca_acc_ang,cadera_x,cadera_y,cadera_x_vel,cadera_y_vel,cadera_x_acc,cadera_y_acc,cadera_mag,cadera_ang,cadera_vel_mag,cadera_vel_ang,cadera_acc_mag,cadera_acc_ang
10,0.22448754689085326,0.312786590121388,0.00547436318036312,-0.005474363180363675,-3.3306690738754696e-14,0.6570774562845577,0.38500663587636796,0.9482883892150867,0.0077419186550258265,-0.785398163397499,0.6570774562845577,1.5707963267949474,0.2521266069103285,0.46548555537749864,0.005474363180363675,-0.016423089541091025,0.3285387281423122,-0.6570774562846243,0.529381363647431,1.0743925123056963,0.01731145638891237,-1.2490457723982544,0.7346349293675332,-1.1071487177940904,0.3853049159150606,0.4712322906290727,1.1564823173178713e-18,-0.016423089541089914,0.6570774562845578,0.32853872814231216,0.6087033349340504,0.8853831314344597,0.016423089541089914,-1.5707963267948966,0.7346349293674738,0.4636476090008466,0.2491164122547421,0.5809675685281773,0.00547436318036312,0.027371815901816154,0.32853872814227886,-0.32853872814231216,0.632125226941796,1.1657150604453839,0.02791388468116595,1.3734007669450197,0.46462392510364153,-0.785398163397499
11,0.22476120095045204,0.3126953721015217,0.016423089541089914,-0.005474363180363675,0.657077456284591,0.0,0.3850921879062189,0.9475729537756266,0.017311456388911316,-0.32175055439666245,0.657077456284591,0.0,0.25221782493019473,0.4653031193377661,0.005474363180363675,-0.010948726360727351,3.700743415417188e-17,0.32853872814231216,0.529264417921679,1.074076798145995,0.01224104820481512,-1.1071487177940906,0.32853872814231216,1.5707963267948966,0.38548735195479306,0.47086741854960773,0.010948726360727351,-0.02189745272145359,0.6570774562846244,-0.32853872814231216,0.6085364610018779,0.8847715070885549,0.024482096409629246,-1.1071487177940702,0.7346349293675333,-0.46364760900080604,0.2494812843342071,0.5811500045679098,0.021897452721453034,0.010948726360727348,0.98561618442687,-0.9856161844268034,0.6324367470682954,1.1652985029339196,0.024482096409628746,0.46364760900083646,1.3938717753108543,-0.7853981633974145
12,0.2250348550100508,0.3125129360617892,0.016423089541089914,-0.01094872636072624,0.0,-0.32853872814224555,0.3851039095820173,0.9467194508496243,0.01973809714731181,-0.588002603547552,0.32853872814224555,-1.5707963267948966,0.2521266069103285,0.46512068329803363,-0.005474363180363675,-0.01094872636072624,-0.6570774562846243,6.661338147750939e-14,0.5290605598074242,1.0740640501919756,0.012241048204814125,-2.034443935795743,0.6570774562846243,3.141592653589692,0.3853049159150606,0.47059376449000895,-0.010948726360726241,-0.016423089541089914,-1.3141549125691823,0.32853872814231216,0.608209149392863,0.8847185860709974,0.01973809714731181,-2.158798930342449,1.354599878236774,2.8966139904629173,0.2498461564136721,0.5812412225877761,0.021897452721453034,0.005474363180363672,1.4802973661668753e-16,-0.32853872814231216,0.6326645720364131,1.164825424668109,0.02257137762563004,0.24497866312688193,0.32853872814231216,-1.5707963267948961
13,0.2252172910497833,0.3121480639823242,0.010948726360726793,-0.02189745272145359,-0.32853872814227886,-0.6570774562846243,0.3849145905726567,0.9457809053827452,0.024482096409628996,-1.1071487177940906,0.7346349293675183,-2.0344439357956623,0.251944170870596,0.46484702923843485,-0.01094872636072735,-0.016423089541089914,-0.3285387281423122,-0.32853872814231216,0.5287330383354821,1.0741207448763448,0.019738097147312426,-2.1587989303424955,0.4646239251036651,-2.356194490192345,0.3849400438355956,0.4704113284502764,-0.02189745272145359,-0.010948726360727348,-0.6570774562846243,0.32853872814224555,0.6078368656823179,0.884992903717522,0.024482096409629242,-2.677945044588967,0.7346349293675034,2.6779450445890682,0.24993737443353836,0.5809675685281773,0.005474363180363676,-0.016423089541091028,-0.9856161844268364,-1.3141549125692489,0.6324492128386857,1.1645220441840023,0.017311456388912374,-1.2490457723982544,1.642693640711501,-2.214297435588132
14,0.2252172910497833,0.3116919738829929,0.0,-0.027371815901816154,-0.657077456284591,-0.32853872814224555,0.38454481503574994,0.945086934775835,0.027371815901816154,-1.5707963267948966,0.7346349293674735,-2.677945044589048,0.2516705168109972,0.4643909391391036,-0.016423089541089914,-0.027371815901816154,-0.32853872814224555,-0.6570774562845577,0.5282016597724898,1.0741647800288816,0.03192074835961044,-2.111215827065487,0.7346349293674438,-2.0344439357956623,0.38457517175613054,0.4704113284502764,-0.02189745272145359,0.0,0.0,0.6570774562846243,0.6076058596373237,0.8854576430491572,0.02189745272145359,3.141592653589793,0.6570774562846243,1.5707963267948966,0.2494812843342071,0.5802378243692473,-0.027371815901816154,-0.043794905442907185,-1.97123236885374,-1.6426936407114276,0.6315986415927468,1.1647287843953031,0.05164503895357324,-2.1293956421384452,2.5659694949960907,-2.446854377393097
15,0.22512607302991705,0.31114466576379535,-0.005474363180363675,-0.03284617908218094,-0.32853872814231216,-0.3285387281423788,0.38404785091331456,0.9444448098036844,0.03329925123075926,-1.735945004209529,0.4646239251037122,-2.3561944901922436,0.25157929879113095,0.46375241300003983,-0.005474363180362565,-0.03832054226254351,0.6570774562846243,-0.6570774562846244,0.5275968575945053,1.0737401409036307,0.03870959327512875,-1.7126933813990401,0.9292478502073303,-0.7853981633974484,0.3843015176965318,0.4704113284502764,-0.016423089541089914,0.0,0.3285387281423123,0.0,0.6074326912820972,0.8858064294640721,0.016423089541089914,3.141592653589793,0.3285387281423123,0.0,0.24875154017527704,0.5787783360513872,-0.04379490544290607,-0.08758981088581436,-0.9856161844268699,-2.628309825138364,0.629969595315508,1.1648778468253846,0.0979283856385155,-2.0344439357956925,2.8070361237296253,-1.9295669970654632
16,0.2250348550100508,0.3107797936843304,-0.005474363180363675,-0.02189745272145359,0.0,0.6570774562846243,0.38369879610427443,0.9440799842452869,0.02257137762563058,-1.8157749899217728,0.6570774562846243,1.5707963267948966,0.2514880807712647,0.46329632290070855,-0.005474363180362565,-0.027371815901816154,0.0,0.6570774562846244,0.5271524803918993,1.0734796806289952,0.02791388468116584,-1.768191886644754,0.6570774562846244,1.5707963267948966,0.38411908165679937,0.47032011043041017,-0.010948726360726241,-0.005474363180362565,0.32853872814231216,-0.32853872814224555,0.6072466345465705,0.8859440550019555,0.01224104820481363,-2.677945044589028,0.464623925103618,-0.7853981633973469,0.24811301403621325,0.5775012837732597,-0.03832054226254351,-0.0766410845250848,0.32853872814224583,0.6570774562847577,0.6285441913611939,1.1650089102826104,0.08568733743369888,-2.0344439357957143,0.7346349293676229,1.1071487177942525
17,0.22476120095045204,0.31059735764459784,-0.016423089541089914,-0.01094872636072735,-0.6570774562845577,0.6570774562845577,0.38339055286808477,0.944379030766078,0.019738097147312426,-2.5535900500421946,0.929247850207236,2.356194490192345,0.2514880807712647,0.46302266884110976,0.0,-0.016423089541089914,0.32853872814224555,0.6570774562845578,0.5269119913522163,1.073231912769099,0.016423089541089914,-1.5707963267948966,0.7346349293674439,1.107148717794131,0.3839366456170668,0.47022889241054394,-0.010948726360726241,-0.005474363180362565,-3.700743415417188e-17,0.0,0.607060589319824,0.8860817648983592,0.01224104820481363,-2.677945044589028,3.700743415417188e-17,3.141592653589793,0.24756570591701577,0.5765891035745971,-0.03284617908217983,-0.05474363180363231,0.32853872814231255,1.3141549125691159,0.6274900581739505,1.1652364614322812,0.06384149671922087,-2.111215827065487,1.3545998782367097,1.3258176636680084
18,0.22448754689085326,0.31059735764459784,-0.016423089541089914,0.0,0.0,0.6570774562846243,0.3832301883788375,0.9449575243629489,0.016423089541089914,3.141592653589793,0.6570774562846243,1.5707963267948966,0.2514880807712647,0.46302266884110976,0.0,0.0,0.0,0.98561618442687,0.5269119913522163,1.073231912769099,0.0,0.0,0.98561618442687,1.5707963267948966,0.3838454275972006,0.47022889241054394,-0.005474363180363675,0.0,0.3285387281422455,0.32853872814224555,0.6070029024188638,0.8861981686947695,0.005474363180363675,3.141592653589793,0.46462392510357087,0.7853981633974484,0.24720083383755073,0.5764066675348646,-0.02189745272145359,-0.01094872636072512,0.6570774562845582,2.628309825138364,0.6271785221359452,1.1656562736088925,0.024482096409628246,-2.6779450445890483,2.7091997564735317,1.3258176636680443
19,0.224031456791522,0.31059735764459784,-0.027371815901816154,0.0,-0.6570774562845577,0.0,0.3829631995478649,0.9459227563672489,0.027371815901816154,3.141592653589793,0.6570774562845577,3.141592653589793,0.2514880807712647,0.46302266884110976,0.0,0.0,0.0,0.0,0.5269119913522163,1.073231912769099,0.0,0.0,0.0,0.0,0.383662991557468,0.47041132845027644,-0.01094872636072735,0.01094872636072624,-0.32853872814231216,0.6570774562845577,0.6070289194306805,0.8866210380012468,0.015483837310051653,2.3561944901923955,0.7346349293674735,2.034443935795743,0.24692717977795198,0.5763154495149984,-0.016423089541089914,-0.005474363180363665,0.3285387281423124,0.32853872814217894,0.6269868654627205,1.1660000569670084,0.017311456388911312,-2.8198420991931314,0.46462392510357103,0.7853981633972452
20,0.2235753666921907,0.31059735764459784,-0.02737181590181671,0.0,-3.3314492338853975e-14,0.0,0.38269656801094226,0.946889334261898,0.02737181590181671,3.141592653589793,3.3314492338853975e-14,3.141592653589793,0.2514880807712647,0.46302266884110976,0.0,0.0,0.0,0.0,0.5269119913522163,1.073231912769099,0.0,0.0,0.0,0.0,0.3834805555177356,0.4707762005297414,-0.01094872636072735,0.02189745272145248,0.0,0.6570774562845577,0.607196481746568,0.8872336711863895,0.02448209640962825,2.034443935795743,0.6570774562845577,1.5707963267948966,0.2468359617580857,0.5763154495149984,-0.005474363180363672,0.0,0.6570774562845579,0.32853872814231216,0.6269509465394512,1.1661337931422022,0.005474363180363672,3.141592653589793,0.7346349293674738,0.4636476090008465
21,0.22321049461272569,0.3106885756644641,-0.02189745272145303,0.005474363180363675,0.32853872814231216,0.32853872814231216,0.38255759821714574,0.9478027170905134,0.022571377625630037,2.896613990462911,0.46462392510366507,0.7853981633974483,0.2514880807712647,0.46302266884110976,0.0,0.0,0.0,0.0,0.5269119913522163,1.073231912769099,0.0,0.0,0.0,0.0,0.38338933749786924,0.4712322906290727,-0.005474363180363675,0.027371815901817264,0.32853872814231216,0.3285387281423788,0.6074925973529043,0.8878242492346269,0.027913884681167147,1.7681918866447852,0.4646239251037122,0.7853981633975496,0.24692717977795198,0.5764978855547308,0.0054743631803636774,0.010948726360725138,0.6570774562846246,0.6570774562844911,0.6271545616211115,1.1661146205281125,0.012241048204813141,1.1071487177940096,0.9292478502072361,0.7853981633973468
22,0.22330171263259194,0.3107797936843304,0.005474363180363126,0.005474363180363675,1.6426936407114276,0.0,0.3826849030561875,0.9477482114149864,0.007741918655025831,0.7853981633974985,1.6426936407114276,0.0,0.2514880807712647,0.46302266884110976,0.0,0.0,0.0,0.0,0.5269119913522163,1.073231912769099,0.0,0.0,0.0,0.0,0.3831156834382705,0.47177959874827025,-0.016423089541089914,0.03284617908217983,-0.6570774562845578,0.32853872814224555,0.6077446969669517,0.8887418722111937,0.03672314461444288,2.0344439357957027,0.7346349293674439,2.677945044589028,0.24710961581768445,0.5770451936739284,0.010948726360726796,0.03284617908217984,0.3285387281422791,1.3141549125692487,0.6277294941069322,1.1661907508857108,0.03462291277782247,1.2490457723982495,1.3545998782368305,1.325817663668056
23,0.22366658471205694,0.31096222972406284,0.021897452721453037,0.01094872636072735,0.9856161844268702,0.32853872814231216,0.38304601477070166,0.9472525526985806,0.024482096409628753,0.46364760900083646,1.0389306805045033,0.3217505543966624,0.2514880807712647,0.46302266884110976,0.0,0.0,0.0,0.0,0.5269119913522163,1.073231912769099,0.0,0.0,0.0,0.0,0.3828420293786717,0.47223568884760153,-0.016423089541089914,0.027371815901817264,0.0,-0.32853872814224555,0.6079264472616308,0.8895642517814749,0.031920748359611395,2.111215827065469,0.32853872814224555,-1.5707963267948966,0.24738326987728324,0.5776837198129922,0.016423089541089914,0.03832054226254351,0.3285387281422791,0.32853872814231205,0.6284241898209778,1.1661904344925322,0.041691507880742815,1.1659045405098167,0.46462392510364164,0.7853981633974985
24,0.22403145679152195,0.3110534477439291,0.021897452721453037,0.005474363180363675,3.700743415417188e-17,-0.32853872814231216,0.38333319838688223,0.9466187835599797,0.02257137762563004,0.24497866312688202,0.32853872814231216,-1.5707963267948966,0.2514880807712647,0.46302266884110976,0.0,0.0,0.0,0.0,0.5269119913522163,1.073231912769099,0.0,0.0,0.0,0.0,0.382933247398538,0.4725093429072003,0.005474363180363674,0.016423089541089914,1.314154912569182,-0.6570774562846243,0.6081964740918712,0.8897310989839397,0.017311456388911316,1.2490457723982342,1.4692698587350068,-0.4636476090008264,0.24747448789714946,0.5781398099123235,0.005474363180363123,0.02737181590181838,-0.6570774562845908,-0.6570774562844912,0.6288793699632815,1.1663425940005063,0.027913884681168136,1.3734007669450352,0.9292478502072123,-2.3561944901924208
25,0.224396328870987,0.31096222972406284,0.021897452721453037,-0.005474363180363675,0.0,-0.6570774562846243,0.3834725814523602,0.9457076782985282,0.02257137762563004,-0.24497866312688202,0.6570774562846243,-1.5707963267948966,0.2514880807712647,0.46302266884110976,0.0,0.0,0.0,0.0,0.5269119913522163,1.073231912769099,0.0,0.0,0.0,0.0,0.3834805555177356,0.47250934290720026,0.03284617908217983,0.0,1.6426936407114276,-0.9856161844268699,0.6085412193062892,0.8890323705318467,0.03284617908217983,0.0,1.9156935193913318,-0.5404195002705902,0.24756570591701577,0.5781398099123235,0.005474363180363122,4.625929269271485e-18,1.4802973661668753e-16,-1.6426936407115609,0.6289152713614513,1.1662092559723103,0.005474363180363122,8.450168753627779e-16,1.6426936407115609,-1.5707963267948966
26,0.22476120095045202,0.3107797936843304,0.021897452721453593,-0.01094872636072735,3.3306690738754696e-14,-0.32853872814231216,0.3835383652454659,0.9446578879040353,0.02448209640962925,-0.46364760900082636,0.32853872814231216,-1.5707963267947953,0.2514880807712647,0.46311388686097604,0.0,0.0054743631803636774,0.0,0.32853872814231216,0.526992150770289,1.0733145271815574,0.0054743631803636774,1.5707963267948966,0.32853872814231216,1.5707963267948966,0.38411908165679937,0.47241812488733403,0.03832054226254351,-0.005474363180363675,0.32853872814231216,-0.32853872814231216,0.6088730192863925,0.8881236853989034,0.0387095932751289,-0.141897054604172,0.46462392510366507,-0.7853981633974483,0.247656923936882,0.577957373872591,0.0054743631803636774,-0.010948726360727344,3.347032367556994e-14,-0.6570774562846243,0.628783490549474,1.1659616866323868,0.012241048204815115,-1.1071487177940902,0.6570774562846243,-1.5707963267948457
27,0.22530850906964953,0.31059735764459784,0.032846179082179836,-0.01094872636072735,0.6570774562845577,0.0,0.3837116662742932,0.9432234951565972,0.03462291277782264,-0.3217505543966624,0.6570774562845577,0.0,0.25157929879113095,0.46329632290070855,0.005474363180362565,0.010948726360726241,0.32853872814224555,0.32853872814224555,0.5271960037723681,1.0733276149758886,0.01224104820481363,1.107148717794131,0.46462392510357087,0.7853981633974483,0.3846663897759968,0.47232690686746776,0.03284617908217983,-0.005474363180363675,-0.328538728142312,0.0,0.609147714741087,0.8873320921183842,0.03329925123075817,-0.1651486774146378,0.328538728142312,3.141592653589793,0.24783935997661452,0.5776837198129922,0.010948726360726796,-0.016423089541091025,0.328538728142279,-0.3285387281423121,0.6286038724750219,1.1655234574902666,0.019738097147313043,-0.9827937232473524,0.46462392510364164,-0.7853981633974987
28,0.22576459916898084,0.3105061396247316,0.027371815901816716,-0.005474363180362565,-0.32853872814227897,0.3285387281423788,0.3839058699506741,0.9421223239369563,0.02791388468116639,-0.1973955598498534,0.4646239251036887,2.356194490192193,0.2516705168109972,0.4635699769603073,0.005474363180362565,0.016423089541089914,0.0,0.32853872814231216,0.527480021015862,1.0734232141234334,0.017311456388910965,1.249045772398295,0.32853872814231216,1.5707963267948966,0.3850312618554619,0.47232690686746776,0.021897452721453593,0.0,-0.6570774562845577,0.32853872814231216,0.6093781909102087,0.8868678187124396,0.021897452721453593,0.0,0.7346349293674735,2.6779450445889466,0.24802179601634702,0.5774100657533934,0.010948726360726796,-0.016423089541091025,1.4802973661668753e-16,0.0,0.6284243751896583,1.1650849779205181,0.019738097147313043,-0.9827937232473524,1.4802973661668753e-16,0.0
29,0.2264031253080446,0.31023248556513283,0.03832054226254295,-0.016423089541089914,0.6570774562845578,-0.6570774562846243,0.384060633558258,0.9403586078689679,0.0416915078807423,-0.40489178628508515,0.9292478502072832,-0.7853981633974989,0.25185295285072967,0.46375241300003983,0.01094872636072624,0.010948726360726241,0.32853872814231216,-0.32853872814231216,0.5277274016222688,1.073284338881672,0.015483837310050869,0.7853981633974484,0.46462392510366507,-0.7853981633974483,0.38521369789519433,0.47241812488733403,0.010948726360726241,0.005474363180363675,-0.6570774562846243,0.32853872814231216,0.6095641703448086,0.8867303925210822,0.012241048204814128,0.4636476090008466,0.7346349293675332,2.677945044588987,0.24811301403621325,0.5771364116937946,0.005474363180363122,-0.016423089541091025,-0.32853872814231205,0.0,0.6282089663773698,1.1647796386982683,0.017311456388912193,-1.2490457723982846,0.32853872814231205,3.141592653589793
30,0.22713286946697464,0.30995883150553405,0.04379490544290663,-0.016423089541089914,0.3285387281423123,0.0,0.3842705005859515,0.9384048169434065,0.04677297951625265,-0.3587706702705708,0.3285387281423123,0.0,0.25221782493019473,0.46384363101990606,0.02189745272145359,0.0054743631803636774,0.6570774562846246,-0.32853872814224555,0.5279817660206166,1.0727594975058834,0.02257137762563058,0.2449786631268762,0.7346349293675036,-0.4636476090007249,0.38521369789519433,0.47250934290720026,0.0,0.005474363180363675,-0.6570774562845579,0.0,0.6096348679174151,0.8868249494009061,0.005474363180363675,1.5707963267948966,0.6570774562845579,3.141592653589793,0.24829545007594578,0.5769539756540621,0.010948726360726241,-0.010948726360727348,0.328538728142279,0.3285387281423123,0.6281134615270115,1.1643980867763022,0.015483837310051653,-0.7853981633974989,0.46462392510364176,0.7853981633974989
